,year,price,mileage,engine_size,Automatic,Manual,Other,Semi-Auto,Diesel,Hybrid,fuel_type_Other,Petrol
1413,2019,19980,14568,15.0,0,0,0,1,0,0,0,1
1414,2019,33780,1980,15.0,0,0,0,1,0,0,0,1
1415,2019,29980,2986,2.0,0,0,0,1,1,0,0,0
1416,2019,31480,2090,15.0,0,0,0,1,0,0,0,1
1417,2019,31980,3162,15.0,0,0,0,1,0,0,0,1
1418,2019,30500,4010,2.0,0,0,0,1,1,0,0,0
1419,2019,30480,4688,2.0,0,0,0,1,1,0,0,0
1420,2019,33480,2330,2.0,0,0,0,1,1,0,0,0
1421,2019,29980,2190,2.0,0,0,0,1,1,0,0,0
1422,2019,29980,2143,16.0,0,0,0,1,1,0,0,0
1423,2019,21480,2332,16.0,0,1,0,0,0,0,0,1
1424,2016,16980,17259,21.0,0,0,0,1,1,0,0,0
1425,2016,16020,11972,16.0,0,1,0,0,1,0,0,0
1426,2016,16991,57881,21.0,0,0,0,1,1,0,0,0
1427,2018,42525,10467,4.0,0,0,0,1,0,0,0,1
1428,2017,21220,32228,21.0,0,0,0,1,1,0,0,0
1429,2017,26455,8514,21.0,1,0,0,0,1,0,0,0
1430,2015,19825,58873,21.0,1,0,0,0,1,0,0,0
1431,2017,21544,16900,21.0,1,0,0,0,1,0,0,0
1432,2019,35500,2001,2.0,1,0,0,0,1,0,0,0
1433,2019,35250,2001,2.0,1,0,0,0,1,0,0,0
1434,2019,31980,1854,15.0,0,0,0,1,0,0,0,1
1435,2019,30980,1995,2.0,0,0,0,1,1,0,0,0
1436,2019,29480,2998,15.0,0,0,0,1,0,0,0,1
1437,2019,39500,3466,3.0,0,0,0,1,0,0,0,1
1438,2019,26680,16548,15.0,0,0,0,1,0,0,0,1
1439,2016,18780,38436,2.0,0,0,0,1,0,1,0,0
1440,2019,33283,6388,2.0,1,0,0,0,1,0,0,0
1441,2019,29650,4501,2.0,1,0,0,0,1,0,0,0
1442,2019,65000,3398,4.0,0,0,0,1,0,0,0,1
1443,2019,29885,6435,2.0,1,0,0,0,0,0,0,1
1444,2019,29945,5877,2.0,1,0,0,0,0,0,0,1
1445,2017,23965,22919,2.0,1,0,0,0,0,0,0,1
1446,2018,27725,13037,2.0,1,0,0,0,1,0,0,0
1447,2019,28315,10042,2.0,0,0,0,1,1,0,0,0
1448,2016,25290,23274,2.0,1,0,0,0,0,0,0,1
1449,2019,28450,4001,2.0,1,0,0,0,1,0,0,0
1450,2017,14680,32910,21.0,0,1,0,0,1,0,0,0
1451,2017,22980,22894,2.0,0,0,0,1,0,0,0,1
1452,2017,19980,22422,21.0,0,0,0,1,1,0,0,0
1453,2017,18980,23589,21.0,0,0,0,1,1,0,0,0
1454,2017,19980,29198,21.0,0,0,0,1,1,0,0,0
1455,2017,24480,19402,2.0,1,0,0,0,0,0,0,1
1456,2017,19980,46295,21.0,1,0,0,0,1,0,0,0
1457,2016,29780,26057,3.0,0,0,0,1,0,0,0,1
1458,2019,29480,34,15.0,0,0,0,1,0,0,0,1
1459,2017,24980,18941,21.0,1,0,0,0,1,0,0,0
1460,2017,23980,13973,21.0,1,0,0,0,1,0,0,0
1461,2019,29500,6643,2.0,0,0,0,1,0,0,0,1
1462,2019,27480,5090,2.0,0,0,0,1,1,0,0,0
1463,2017,23415,6955,21.0,0,0,0,1,1,0,0,0
1464,2019,29500,6922,2.0,0,0,0,1,0,0,0,1
1465,2019,23980,13864,2.0,0,0,0,1,1,0,0,0
1466,2019,25080,3131,15.0,0,0,0,1,0,0,0,1
1467,2019,26980,15275,2.0,0,0,0,1,0,0,0,1
1468,2016,16680,45588,21.0,0,0,0,1,1,0,0,0
1469,2018,22980,11827,21.0,0,0,0,1,1,0,0,0
1470,2019,39000,2857,3.0,0,0,0,1,0,0,0,1
1471,2019,29980,3049,2.0,0,0,0,1,1,0,0,0
1472,2019,29980,1568,16.0,0,0,0,1,1,0,0,0
1473,2017,22980,29909,21.0,0,0,0,1,1,0,0,0
1474,2016,18780,40197,2.0,0,0,0,1,0,1,0,0
1475,2019,30980,1250,2.0,0,0,0,1,1,0,0,0
1476,2018,28480,3748,15.0,0,0,0,1,0,0,0,1
1477,2019,20480,14568,15.0,0,0,0,1,0,0,0,1
1478,2019,27280,7268,15.0,0,0,0,1,0,0,0,1
1479,2019,27980,10982,15.0,0,0,0,1,0,0,0,1
1480,2019,24980,7043,15.0,0,0,0,1,0,0,0,1
1481,2019,28180,5477,21.0,1,0,0,0,1,0,0,0
1482,2019,23680,3436,15.0,0,0,0,1,0,0,0,1
1483,2019,44480,9103,3.0,0,0,0,1,0,0,0,1
1484,2019,34480,3446,15.0,0,0,0,1,0,0,0,1
1485,2019,25780,14843,2.0,0,0,0,1,1,0,0,0
1486,2017,21500,9238,2.0,0,0,0,1,0,0,0,1
1487,2019,33842,3950,2.0,0,0,0,1,0,0,0,1
1488,2019,34987,2791,2.0,1,0,0,0,1,0,0,0
1489,2019,44987,1843,3.0,1,0,0,0,0,0,0,1
1490,2014,14732,38824,21.0,0,0,0,1,1,0,0,0
1491,2018,19056,25833,2.0,1,0,0,0,0,0,0,1
1492,2017,20672,22842,21.0,0,0,0,1,1,0,0,0
1493,2017,33612,20134,3.0,1,0,0,0,0,0,0,1
1494,2017,16991,41603,21.0,0,0,0,1,1,0,0,0
1495,2015,19990,37000,21.0,0,0,0,1,0,1,0,0
1496,2019,27890,8317,2.0,0,0,0,1,1,0,0,0
1497,2015,14490,58502,21.0,0,0,0,1,1,0,0,0
1498,2017,18490,25584,2.0,0,0,0,1,0,0,0,1
1499,2016,13600,46384,2.0,0,1,0,0,0,0,0,1
1500,2018,22980,18285,21.0,0,0,0,1,1,0,0,0
1501,2019,44480,1752,3.0,0,0,0,1,0,0,0,1
1502,2017,15980,34691,21.0,0,1,0,0,1,0,0,0
1503,2019,45980,3999,3.0,0,0,0,1,0,0,0,1
1504,2019,29980,8202,15.0,0,0,0,1,0,0,0,1
1505,2014,11750,77043,21.0,0,0,0,1,1,0,0,0
1506,2014,13290,46078,2.0,0,0,0,1,0,0,0,1
1507,2019,29950,9613,2.0,0,0,0,1,1,0,0,0
1508,2014,11750,77043,21.0,0,0,0,1,1,0,0,0
1509,2019,27990,5550,2.0,0,0,0,1,1,0,0,0
1510,2017,16690,30199,21.0,0,0,0,1,1,0,0,0
1511,2019,22890,6037,15.0,1,0,0,0,0,0,0,1
1512,2019,28990,5450,2.0,1,0,0,0,1,0,0,0
1513,2019,19690,13337,2.0,1,0,0,0,1,0,0,0
1514,2019,29480,13757,15.0,0,0,0,1,0,0,0,1
1515,2015,14500,54000,21.0,0,0,0,1,1,0,0,0
1516,2020,35491,2669,2.0,0,0,0,1,1,0,0,0
1517,2017,24502,22079,21.0,0,0,0,1,1,0,0,0
1518,2017,20491,27993,21.0,0,0,0,1,1,0,0,0
1519,2019,41491,2430,2.0,1,0,0,0,1,0,0,0
1520,2017,18258,51304,21.0,0,0,0,1,1,0,0,0
1521,2015,16341,29963,21.0,0,0,0,1,1,0,0,0
1522,2017,40980,22547,4.0,0,0,0,1,0,0,0,1
1523,2015,16892,35464,21.0,0,0,0,1,1,0,0,0
1524,2014,14992,53600,21.0,0,0,0,1,1,0,0,0
1525,2019,22706,6602,16.0,1,0,0,0,0,0,0,1
1526,2019,30672,3946,2.0,1,0,0,0,1,0,0,0
1527,2017,23111,24698,2.0,0,0,0,1,0,0,0,1
1528,2019,26176,9463,15.0,0,0,0,1,0,0,0,1
1529,2018,18700,25340,21.0,0,0,0,1,1,0,0,0
1530,2017,14307,25820,2.0,0,1,0,0,0,0,0,1
1531,2018,18900,23570,21.0,1,0,0,0,1,0,0,0
1532,2016,16800,35800,21.0,0,0,0,1,1,0,0,0
1533,2015,10090,57843,21.0,0,0,0,1,1,0,0,0
1534,2014,12600,52379,2.0,1,0,0,0,0,0,0,1
1535,2018,25500,10592,21.0,0,0,0,1,1,0,0,0
1536,2017,25092,22700,21.0,1,0,0,0,1,0,0,0
1537,2017,23401,11457,2.0,0,0,0,1,0,0,0,1
1538,2017,21011,18955,21.0,0,0,0,1,1,0,0,0
1539,2017,16911,32390,16.0,0,0,0,1,1,0,0,0
1540,2015,15142,48000,21.0,0,0,0,1,1,0,0,0
1541,2015,14290,53227,2.0,0,0,0,1,0,0,0,1
1542,2019,20990,3239,16.0,0,0,0,1,1,0,0,0
1543,2016,14390,36836,16.0,0,0,0,1,1,0,0,0
1544,2018,23500,10240,21.0,0,0,0,1,1,0,0,0
1545,2019,39995,3560,3.0,0,0,0,1,0,0,0,1
1546,2020,29750,3000,2.0,1,0,0,0,1,0,0,0
1547,2019,26176,14232,15.0,0,0,0,1,0,0,0,1
1548,2019,30976,5552,2.0,1,0,0,0,0,0,0,1
1549,2017,15872,30000,2.0,0,1,0,0,0,0,0,1
1550,2019,27696,11890,16.0,1,0,0,0,1,0,0,0
1551,2017,39336,12157,4.0,1,0,0,0,0,0,0,1
1552,2017,31664,19067,3.0,1,0,0,0,0,0,0,1
1553,2017,16092,48000,21.0,0,0,0,1,1,0,0,0
1554,2019,36350,17009,2.0,1,0,0,0,1,0,0,0
1555,2017,23942,30124,2.0,1,0,0,0,0,0,0,1
1556,2019,27780,7109,16.0,0,0,0,1,1,0,0,0
1557,2019,36420,6650,16.0,1,0,0,0,1,0,0,0
1558,2019,36090,6374,3.0,1,0,0,0,0,0,0,1
1559,2019,39991,1987,2.0,1,0,0,0,0,0,0,1
1560,2019,48491,11347,3.0,1,0,0,0,0,0,0,1
1561,2019,38991,4811,2.0,1,0,0,0,1,0,0,0
1562,2017,14307,25820,2.0,0,1,0,0,0,0,0,1
1563,2018,18450,34650,21.0,0,0,0,1,1,0,0,0
1564,2017,14420,33273,21.0,0,1,0,0,1,0,0,0
1565,2015,12995,45024,21.0,1,0,0,0,1,0,0,0
1566,2015,12999,47709,21.0,0,1,0,0,1,0,0,0
1567,2015,12995,22852,2.0,0,1,0,0,0,0,0,1
1568,2018,22900,4500,15.0,0,0,0,1,0,0,0,1
1569,2019,24495,15674,16.0,0,0,0,1,1,0,0,0
1570,2019,24640,11900,15.0,1,0,0,0,0,0,0,1
1571,2019,30840,7532,2.0,0,0,0,1,0,0,0,1
1572,2019,21340,12836,15.0,1,0,0,0,0,0,0,1
1573,2019,24940,15275,15.0,0,0,0,1,0,0,0,1
1574,2019,21940,5149,15.0,1,0,0,0,0,0,0,1
1575,2019,28940,37,2.0,1,0,0,0,0,0,0,1
1576,2016,20503,80612,2.0,1,0,0,0,0,0,0,1
1577,2018,22766,4200,2.0,1,0,0,0,0,0,0,1
1578,2018,22990,32373,21.0,0,0,0,1,1,0,0,0
1579,2017,18890,25066,21.0,0,0,0,1,1,0,0,0
1580,2016,22890,20077,21.0,0,0,0,1,1,0,0,0
1581,2019,27490,11000,2.0,0,0,0,1,1,0,0,0
1582,2016,15890,34499,21.0,0,0,0,1,1,0,0,0
1583,2018,33890,9290,3.0,0,0,0,1,0,0,0,1
1584,2018,33690,12055,4.0,0,0,0,1,0,0,0,1
1585,2019,37790,2200,3.0,0,0,0,1,0,0,0,1
1586,2019,26140,11674,2.0,0,0,0,1,1,0,0,0
1587,2019,26440,16684,16.0,0,0,0,1,1,0,0,0
1588,2017,19240,33022,21.0,0,0,0,1,1,0,0,0
1589,2019,30740,7926,2.0,0,0,0,1,1,0,0,0
1590,2019,24640,14751,2.0,0,0,0,1,1,0,0,0
1591,2017,19995,55842,2.0,1,0,0,0,0,0,0,1
1592,2018,19995,19870,2.0,0,0,0,1,0,0,0,1
1593,2019,27340,3970,2.0,1,0,0,0,0,0,0,1
1594,2017,25000,9507,2.0,1,0,0,0,0,0,0,1
1595,2018,23390,16045,2.0,0,0,0,1,1,0,0,0
1596,2015,15789,42164,21.0,0,0,0,1,1,0,0,0
1597,2017,17490,20000,21.0,1,0,0,0,1,0,0,0
1598,2018,34990,19500,3.0,1,0,0,0,0,0,0,1
1599,2016,19750,31467,21.0,0,0,0,1,1,0,0,0
1600,2017,19000,17329,21.0,0,0,0,1,1,0,0,0
1601,2018,20690,15750,2.0,0,0,0,1,0,0,0,1
1602,2019,35891,4167,2.0,1,0,0,0,1,0,0,0
1603,2015,15135,40312,2.0,0,0,0,1,0,0,0,1
1604,2019,28995,3500,2.0,1,0,0,0,1,0,0,0
1605,2019,31495,3500,2.0,1,0,0,0,1,0,0,0
1606,2020,39994,2499,2.0,0,0,0,1,1,0,0,0
1607,2020,39994,2499,2.0,0,0,0,1,1,0,0,0
1608,2019,24995,3485,15.0,1,0,0,0,0,0,0,1
1609,2019,28395,3610,2.0,0,0,0,1,0,0,0,1
1610,2019,25494,4158,15.0,1,0,0,0,0,0,0,1
1611,2018,24994,9009,2.0,0,0,0,1,0,0,0,1
1612,2018,23995,12137,21.0,0,0,0,1,1,0,0,0
1613,2017,21950,25270,21.0,0,0,0,1,0,1,0,0
1614,2018,49990,19870,4.0,0,0,0,1,0,0,0,1
1615,2017,23400,35270,21.0,0,0,0,1,1,0,0,0
1616,2017,21958,14105,21.0,0,0,0,1,1,0,0,0
1617,2015,18500,8940,21.0,1,0,0,0,1,0,0,0
1618,2015,15495,21064,2.0,0,0,0,1,0,0,0,1
1619,2015,15890,54000,21.0,0,0,0,1,1,0,0,0
1620,2019,26990,1237,15.0,0,0,0,1,0,0,0,1
1621,2016,18490,36688,16.0,0,0,0,1,1,0,0,0
1622,2019,24490,6877,21.0,0,0,0,1,1,0,0,0
1623,2016,21500,37188,21.0,0,0,0,1,1,0,0,0
1624,2019,23490,10530,15.0,0,0,0,1,0,0,0,1
1625,2017,22995,21590,2.0,0,0,0,1,0,0,0,1
1626,2018,24890,7859,2.0,0,0,0,1,0,0,0,1
1627,2015,14150,60597,21.0,0,0,0,1,1,0,0,0
1628,2016,15000,32254,16.0,0,1,0,0,1,0,0,0
1629,2016,22495,25399,21.0,0,0,0,1,1,0,0,0
1630,2017,19495,23136,21.0,0,0,0,1,1,0,0,0
1631,2017,22395,26853,21.0,0,0,0,1,1,0,0,0
1632,2017,19495,17257,2.0,0,0,0,1,0,0,0,1
1633,2017,14995,48054,21.0,1,0,0,0,1,0,0,0
1634,2016,18995,9098,21.0,0,1,0,0,1,0,0,0
1635,2019,28995,4499,2.0,1,0,0,0,1,0,0,0
1636,2019,26940,4600,2.0,1,0,0,0,1,0,0,0
1637,2019,25440,8763,2.0,0,0,0,1,1,0,0,0
1638,2019,23740,13046,2.0,0,0,0,1,1,0,0,0
1639,2016,17440,25374,21.0,1,0,0,0,1,0,0,0
1640,2019,30240,4999,2.0,1,0,0,0,1,0,0,0
1641,2019,28150,1999,15.0,1,0,0,0,0,0,0,1
1642,2019,32940,4999,15.0,1,0,0,0,0,0,0,1
1643,2019,31740,4999,2.0,1,0,0,0,1,0,0,0
1644,2019,30450,4999,2.0,1,0,0,0,1,0,0,0
1645,2019,32540,2960,2.0,1,0,0,0,1,0,0,0
1646,2019,35891,4721,2.0,1,0,0,0,1,0,0,0
1647,2016,21991,32924,21.0,0,0,0,1,1,0,0,0
1648,2017,21111,24900,21.0,0,0,0,1,1,0,0,0
1649,2018,18171,35517,2.0,0,0,0,1,0,0,0,1
1650,2019,24202,8252,15.0,1,0,0,0,0,0,0,1
1651,2019,30436,10335,2.0,1,0,0,0,1,0,0,0
1652,2019,31216,4463,2.0,1,0,0,0,1,0,0,0
1653,2019,28466,4938,2.0,1,0,0,0,1,0,0,0
1654,2019,26396,14107,2.0,0,0,0,1,1,0,0,0
1655,2020,30990,2780,2.0,0,0,0,1,1,0,0,0
1656,2019,27990,5824,16.0,1,0,0,0,1,0,0,0
1657,2019,28990,4824,2.0,1,0,0,0,1,0,0,0
1658,2019,24990,7419,2.0,0,0,0,1,1,0,0,0
1659,2019,25490,10079,15.0,0,0,0,1,0,0,0,1
1660,2019,21290,14640,2.0,0,0,0,1,1,0,0,0
1661,2018,24990,10010,15.0,0,0,0,1,0,0,0,1
1662,2019,23990,9160,15.0,0,0,0,1,0,0,0,1
1663,2015,16990,36798,21.0,0,0,0,1,1,0,0,0
1664,2018,26890,14085,2.0,0,0,0,1,1,0,0,0
1665,2017,18632,45595,2.0,0,0,0,1,0,1,0,0
1666,2019,30666,10062,2.0,1,0,0,0,1,0,0,0
1667,2019,31876,9339,2.0,0,0,0,1,1,0,0,0
1668,2019,26866,5019,15.0,1,0,0,0,0,0,0,1
1669,2019,28825,8351,2.0,0,0,0,1,1,0,0,0
1670,2018,21492,10267,21.0,0,0,0,1,1,0,0,0
1671,2019,29386,8013,15.0,1,0,0,0,0,0,0,1
1672,2018,23522,15488,15.0,0,0,0,1,0,0,0,1
1673,2017,18801,14812,16.0,0,0,0,1,1,0,0,0
1674,2017,18495,18758,2.0,0,0,0,1,0,0,0,1
1675,2019,26450,8439,16.0,0,0,0,1,1,0,0,0
1676,2018,19495,11828,21.0,0,0,0,1,1,0,0,0
1677,2019,32500,6877,2.0,0,0,0,1,0,0,0,1
1678,2020,54000,250,3.0,0,0,0,1,0,0,0,1
1679,2018,25750,6983,21.0,0,0,0,1,1,0,0,0
1680,2019,19750,13695,2.0,0,0,0,1,1,0,0,0
1681,2019,26995,11980,2.0,0,0,0,1,1,0,0,0
1682,2018,27950,10179,2.0,0,0,0,1,1,0,0,0
1683,2019,32026,11471,2.0,1,0,0,0,1,0,0,0
1684,2018,24222,9305,21.0,0,0,0,1,1,0,0,0
1685,2019,28390,7050,2.0,0,0,0,1,0,0,0,1
1686,2019,25890,4074,15.0,1,0,0,0,0,0,0,1
1687,2019,19980,13924,15.0,0,0,0,1,0,0,0,1
1688,2019,25980,11581,2.0,0,0,0,1,1,0,0,0
1689,2019,27980,3846,16.0,0,0,0,1,1,0,0,0
1690,2018,27980,2075,15.0,1,0,0,0,0,0,0,1
1691,2019,29480,6096,15.0,0,0,0,1,0,0,0,1
1692,2019,42900,10204,3.0,0,0,0,1,0,0,0,1
1693,2019,37500,10261,3.0,0,0,0,1,0,0,0,1
1694,2019,27500,4396,2.0,0,0,0,1,1,0,0,0
1695,2019,29000,4998,2.0,0,0,0,1,0,0,0,1
1696,2019,36980,8610,3.0,0,0,0,1,0,0,0,1
1697,2017,21362,16093,21.0,0,0,0,1,1,0,0,0
1698,2019,31346,3001,2.0,1,0,0,0,0,0,0,1
1699,2018,38123,8233,3.0,1,0,0,0,0,0,0,1
1700,2018,28842,10879,2.0,0,0,0,1,1,0,0,0
1701,2019,27250,10871,2.0,0,0,0,1,1,0,0,0
1702,2019,27490,3098,2.0,1,0,0,0,0,0,0,1
1703,2019,32890,4025,2.0,0,0,0,1,0,0,0,1
1704,2019,30490,4759,2.0,1,0,0,0,1,0,0,0
1705,2019,30490,5144,2.0,1,0,0,0,1,0,0,0
1706,2019,28990,1544,2.0,1,0,0,0,1,0,0,0
1707,2019,53990,2225,4.0,1,0,0,0,0,0,0,1
1708,2020,65990,999,4.0,0,0,0,1,0,0,0,1
1709,2015,17690,32019,21.0,1,0,0,0,1,0,0,0
1710,2019,32995,24,2.0,0,0,0,1,0,0,0,1
1711,2018,26595,11522,2.0,0,0,0,1,1,0,0,0
1712,2018,21695,8090,15.0,1,0,0,0,0,0,0,1
1713,2018,36495,5983,3.0,1,0,0,0,0,0,0,1
1714,2017,14645,42104,21.0,1,0,0,0,1,0,0,0
1715,2016,31945,34765,3.0,1,0,0,0,0,0,0,1
1716,2017,30745,16274,3.0,1,0,0,0,0,0,0,1
1717,2016,17399,53000,21.0,0,0,0,1,1,0,0,0
1718,2019,37321,50,16.0,1,0,0,0,1,0,0,0
1719,2019,38521,50,2.0,1,0,0,0,1,0,0,0
1720,2019,26995,9,16.0,0,0,0,1,1,0,0,0
1721,2019,42895,4829,3.0,1,0,0,0,0,0,0,1
1722,2019,32495,7499,15.0,0,0,0,1,0,0,0,1
1723,2017,16995,33219,21.0,1,0,0,0,1,0,0,0
1724,2019,23016,7264,15.0,1,0,0,0,0,0,0,1
1725,2019,26876,901,15.0,1,0,0,0,0,0,0,1
1726,2019,35068,11226,15.0,0,0,0,1,0,0,0,1
1727,2020,46800,4384,2.0,0,0,0,1,0,1,0,0
1728,2017,18896,16323,21.0,0,0,0,1,1,0,0,0
1729,2014,15499,34527,21.0,0,0,0,1,1,0,0,0
1730,2019,28995,5650,21.0,1,0,0,0,1,0,0,0
1731,2019,29995,1,2.0,0,0,0,1,1,0,0,0
1732,2019,30995,1,2.0,0,0,0,1,1,0,0,0
1733,2019,26995,1,16.0,0,0,0,1,1,0,0,0
1734,2019,27995,7396,2.0,1,0,0,0,1,0,0,0
1735,2019,29995,9,2.0,0,0,0,1,0,0,0,1
1736,2019,27950,6004,2.0,0,0,0,1,1,0,0,0
1737,2016,16950,24080,2.0,1,0,0,0,0,0,0,1
1738,2019,40924,5325,2.0,1,0,0,0,0,0,0,1
1739,2015,17030,32673,21.0,1,0,0,0,1,0,0,0
1740,2018,26060,8299,15.0,1,0,0,0,0,0,0,1
1741,2019,30890,4390,2.0,1,0,0,0,0,0,0,1
1742,2018,26950,10798,2.0,0,0,0,1,1,0,0,0
1743,2018,18649,38277,21.0,0,0,0,1,1,0,0,0
1744,2019,30690,4721,2.0,1,0,0,0,1,0,0,0
1745,2017,40489,23218,4.0,1,0,0,0,0,0,0,1
1746,2015,16490,53126,21.0,0,0,0,1,1,0,0,0
1747,2017,18979,27384,21.0,0,0,0,1,1,0,0,0
1748,2017,44520,12450,4.0,1,0,0,0,0,0,0,1
1749,2017,17981,13881,21.0,0,0,0,1,1,0,0,0
1750,2019,69950,1079,4.0,1,0,0,0,0,0,0,1
1751,2019,29990,5500,2.0,1,0,0,0,0,0,0,1
1752,2019,29990,5376,2.0,1,0,0,0,0,0,0,1
1753,2019,25989,2997,15.0,1,0,0,0,0,0,0,1
1754,2019,26990,4042,2.0,1,0,0,0,0,0,0,1
1755,2019,26990,2368,2.0,1,0,0,0,0,0,0,1
1756,2019,28989,1409,2.0,1,0,0,0,1,0,0,0
1757,2017,32000,9955,3.0,0,0,0,1,0,0,0,1
1758,2016,18000,24857,21.0,0,0,0,1,1,0,0,0
1759,2019,25495,12382,15.0,0,0,0,1,0,0,0,1
1760,2018,26395,8793,2.0,0,0,0,1,1,0,0,0
1761,2019,38995,500,3.0,1,0,0,0,0,0,0,1
1762,2019,34995,5000,2.0,1,0,0,0,0,0,0,1
1763,2019,61995,100,4.0,1,0,0,0,0,0,0,1
1764,2018,30995,5514,2.0,0,0,0,1,0,0,0,1
1765,2016,21895,20651,21.0,0,0,0,1,1,0,0,0
1766,2019,61495,1499,4.0,1,0,0,0,0,0,0,1
1767,2019,63495,500,4.0,1,0,0,0,0,0,0,1
1768,2019,30995,5999,2.0,0,0,0,1,1,0,0,0
1769,2019,44160,1414,2.0,1,0,0,0,1,0,0,0
1770,2017,23332,13944,21.0,0,0,0,1,1,0,0,0
1771,2017,19895,8142,21.0,0,0,0,1,1,0,0,0
1772,2015,16946,29517,2.0,1,0,0,0,0,0,0,1
1773,2013,11552,43500,16.0,1,0,0,0,0,0,0,1
1774,2017,29302,23988,3.0,0,0,0,1,0,0,0,1
1775,2017,24202,20698,21.0,1,0,0,0,1,0,0,0
1776,2019,26925,9938,15.0,0,0,0,1,0,0,0,1
1777,2016,18232,33085,2.0,0,0,0,1,0,1,0,0
1778,2013,8795,75067,21.0,0,1,0,0,1,0,0,0
1779,2014,15999,31273,2.0,0,0,0,1,0,0,0,1
1780,2016,18150,41356,21.0,0,0,0,1,1,0,0,0
1781,2016,18150,41356,21.0,0,0,0,1,1,0,0,0
1782,2015,13750,61985,21.0,0,0,0,1,1,0,0,0
1783,2019,27990,5225,15.0,1,0,0,0,0,0,0,1
1784,2017,17490,37484,21.0,1,0,0,0,1,0,0,0
1785,2019,29890,5960,2.0,0,0,0,1,1,0,0,0
1786,2019,28795,11054,2.0,0,0,0,1,1,0,0,0
1787,2019,24595,15274,2.0,0,0,0,1,1,0,0,0
1788,2018,26295,10069,2.0,0,0,0,1,1,0,0,0
1789,2019,25338,12566,16.0,0,0,0,1,1,0,0,0
1790,2020,41995,100,2.0,0,0,0,1,0,1,0,0
1791,2019,30840,6200,2.0,0,0,0,1,1,0,0,0
1792,2019,27295,4200,16.0,0,0,0,1,1,0,0,0
1793,2016,22995,30012,21.0,0,0,0,1,1,0,0,0
1794,2016,18750,22557,21.0,0,0,0,1,1,0,0,0
1795,2016,23950,25925,21.0,1,0,0,0,1,0,0,0
1796,2017,36895,20699,4.0,0,0,0,1,0,0,0,1
1797,2019,34890,1139,2.0,0,0,0,1,0,1,0,0
1798,2019,31980,5133,15.0,0,0,0,1,0,0,0,1
1799,2019,29890,1587,16.0,0,0,0,1,1,0,0,0
1800,2019,31890,89,16.0,0,0,0,1,1,0,0,0
1801,2019,66890,1200,4.0,0,0,0,1,0,0,0,1
1802,2019,37995,1800,2.0,0,0,0,1,1,0,0,0
1803,2016,24890,25002,21.0,0,0,0,1,1,0,0,0
1804,2016,17979,31574,21.0,0,0,0,1,1,0,0,0
1805,2019,27889,6250,2.0,1,0,0,0,0,0,0,1
1806,2019,26981,7931,2.0,1,0,0,0,1,0,0,0
1807,2019,22980,7410,16.0,0,1,0,0,1,0,0,0
1808,2019,29990,6542,2.0,1,0,0,0,1,0,0,0
1809,2017,26949,28058,2.0,1,0,0,0,0,0,0,1
1810,2018,24750,22000,21.0,1,0,0,0,1,0,0,0
1811,2017,21490,54000,21.0,0,0,0,1,1,0,0,0
1812,2016,36981,20500,4.0,0,0,0,1,0,0,0,1
1813,2019,34989,4131,2.0,1,0,0,0,1,0,0,0
1814,2017,18981,25688,21.0,0,0,0,1,1,0,0,0
1815,2017,23990,29000,2.0,0,0,0,1,0,0,0,1
1816,2019,25995,4235,16.0,1,0,0,0,1,0,0,0
1817,2018,26595,10040,2.0,0,0,0,1,1,0,0,0
1818,2019,33995,4788,2.0,1,0,0,0,0,0,0,1
1819,2019,26795,7140,2.0,0,0,0,1,1,0,0,0
1820,2019,27195,4114,2.0,1,0,0,0,1,0,0,0
1821,2019,27995,5783,2.0,1,0,0,0,1,0,0,0
1822,2019,32995,6638,2.0,1,0,0,0,0,0,0,1
1823,2019,27889,10111,2.0,0,0,0,1,1,0,0,0
1824,2019,31890,3150,2.0,1,0,0,0,0,0,0,1
1825,2019,23490,16926,15.0,1,0,0,0,0,0,0,1
1826,2018,21189,10264,21.0,1,0,0,0,1,0,0,0
1827,2019,31980,1873,2.0,1,0,0,0,1,0,0,0
1828,2019,32499,1950,2.0,1,0,0,0,0,0,0,1
1829,2019,30889,8500,2.0,1,0,0,0,1,0,0,0
1830,2019,33000,2850,2.0,1,0,0,0,0,0,0,1
1831,2019,28980,2950,2.0,1,0,0,0,0,0,0,1
1832,2019,30890,5250,2.0,1,0,0,0,1,0,0,0
1833,2018,20889,8493,15.0,0,0,0,1,0,0,0,1
1834,2018,43750,11938,4.0,0,0,0,1,0,0,0,1
1835,2017,22489,33412,2.0,1,0,0,0,0,0,0,1
1836,2019,37950,1820,2.0,1,0,0,0,1,0,0,0
1837,2019,59950,152,4.0,1,0,0,0,0,0,0,1
1838,2019,46950,1436,3.0,1,0,0,0,0,0,0,1
1839,2019,31950,3000,15.0,1,0,0,0,0,0,0,1
1840,2016,23950,25925,21.0,1,0,0,0,1,0,0,0
1841,2016,20895,35999,21.0,0,0,0,1,1,0,0,0
1842,2016,31495,28968,3.0,1,0,0,0,0,0,0,1
1843,2019,42995,101,3.0,0,0,0,1,0,0,0,1
1844,2014,13295,38644,16.0,0,0,0,1,0,0,0,1
1845,2019,27495,20400,2.0,0,0,0,1,1,0,0,0
1846,2019,28995,100,2.0,0,0,0,1,1,0,0,0
1847,2016,35995,31719,4.0,1,0,0,0,0,0,0,1
1848,2019,30995,4829,2.0,1,0,0,0,0,0,0,1
